S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220400323,1,Y,30/05/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,687.15 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C1400D,,,
SO03-IDM220400112,1,Y,30/05/2022,FERDY WIDASMARA,CU02126,PT KADI INTERNATIONAL,DPKII00008,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,VIPER45-03,819.00 ,660.10 ,6.00,,,,,,,,,,,,,,,,,,,,,,,,6.00,MANUAL,C3000D,,,
SO11-IDM220400001,1,Y,30/05/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,819.00 ,518.90 ,6.00,,,,,,,,,,,,,6.00,,,,,,,,,,,,MANUAL,C3000C,,,
SO11-IDM220400002,1,Y,30/05/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,813.75 ,813.75 ,6.00,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220400197,1,Y,30/05/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00058,12001393. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,173.00 ,26.00 ,14.00,,,,,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500125,1,Y,30/05/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,121.00 ,121.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500126,1,Y,30/05/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,30PX12A06TMI,500.00 ,430.00 ,28.00,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500103,1,Y,30/05/2022,FERDY WIDASMARA,CU05088,PT. ROADMIXINDO RAYA,DPRMR00002,PEKERJAAN PEMELIHARAAN PERIODIK DAN REKONSTRUKSI PERKERASAN RUAS JALAN TOL JORR,SEKSI W2 UTARA JALUR A DAN B TAHUN 2022    , ,VIPER45-06,140.00 ,107.00 ,12.00,,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,MANUAL,C6000D,,,
SO02-IDM220500161,1,Y,30/05/2022,FERDY WIDASMARA,CU05029,PT. PERMATA HARAPAN TUBERSEL,DPPHT00002,CITRALAND CIBUBUR MEKARSARI NEW ARECA JL RAYA JONGGOL CILEUNGSI,BOGOR    , ,22FI12A06XXX,24.00 ,24.00 ,24.00,,,,,,,,21.00,3.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
