S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO21-IDM230400009,1,Y,06/06/2023,FERDY WIDASMARA,CU01857,PT HAKAASTON,DPHKS00013,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,VIPER45-03,142.00 ,78.30 ,6.00,,,,,,,,,,,,,,,,,,,,6.00, ,,,,MANUAL,C9000D,,,
SO11-IDM230500001,1,Y,06/06/2023,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00426,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,BC25XXA06JOR,200.00 ,186.50 ,6.00,,,,,,,,,,,,,,,,,,6.00,,,,,,,MANUAL,C3000C,,,
SO11-IDM230500002,1,Y,06/06/2023,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00426,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,VCTB,200.00 ,141.30 ,6.00,,,,,,,,,,,,,,,,,,,,,,6.00, ,,MANUAL,C3000C,,,
SO02-IDM230600070,1,Y,06/06/2023,HERI KUSWANTO,CU05465,CV. RAMA FAJAR SEJAHTERA,DPRJS00003,GEDUNG SEKOLAH SMPN 18 JL KH AGUS SALIM NO 78 RT 008 RW 007,BEKASI    , ,22FV12A06XXX,9.00 ,9.00 ,9.00,,,,,,,,,,,,,,,,,,,,,,,9.00,,MANUAL,C0000E,,,
SO03-IDM230500137,1,Y,06/06/2023,FERDY WIDASMARA,CU00146,PT ARTHURINDO ARTHAMAS GRAHA,DPAAG00038,CLUSTER DANISHA SRIAMUR BABELAN,KAB BEKASI    , ,17FI12A06XXX,156.00 ,72.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM230500139,1,Y,06/06/2023,FERDY WIDASMARA,CU00146,PT ARTHURINDO ARTHAMAS GRAHA,DPAAG00038,Green Ara Cluster Amara,KAB BEKASI    , ,LCFI12A06XXX,156.00 ,86.00 ,21.00,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM230500176,1,Y,06/06/2023,HERI KUSWANTO,CU04497,CV. SURYA PRATAMA INDONESIA,DPSPT00012,CBD CIBUBUR,CIBUBUR    , ,22FI12A06XXX,11.00 ,6.00 ,5.00,,,,,,,,,,5.00,,,,,,,,,,,,,,,MANUAL,C3000A,,,
