S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM221000198,1,Y,31/10/2022,FERDY WIDASMARA,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX12A06XXX,1000.00 ,957.50 ,35.00,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221000358,1,Y,31/10/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,60.00 ,21.00,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220900376,1,Y,31/10/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00093,12001457. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,600.00 ,180.00 ,14.00,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221000269,1,Y,31/10/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00096,12001476. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,210.00 ,182.00 ,21.00,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM221000621,1,Y,30/10/2022,FERDY WIDASMARA,CU04337,PT. BAHTERA MADYA UTAMA,DPBMU00002,"PT UNIVERSAL AGRI BISNISINDO. JL RAYA NAROGONG KM 13,5 BANTAR GEBANG",BEKASI    , ,30PX12A06XXX,5.00 ,5.00 ,5.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM221000537,1,Y,30/10/2022,FERDY WIDASMARA,CU05372,PT. BERKAH SEMANGAT SENTOSA,DPBSS00059,JL TRANSYOGI CIBUBUR (SAMPING RUMAH MAKAN KEMANGI),CIBUBUR    , ,30FN12A06XXX,12.00 ,5.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM221000245,1,Y,30/10/2022,FERDY WIDASMARA,CU05376,PT. RORA PERMATA INDAH,DPRPI00007,JL RAYA PADURENAN RT 03 RW 06 KEC MUSTIKA JAYA KOTA BEKASI,DEPAN SMP 10 KOTA BEKASI    , ,22FN12A06XXX,38.00 ,3.00 ,3.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM221000504,1,Y,30/10/2022,FERDY WIDASMARA,CU05376,PT. RORA PERMATA INDAH,DPRPI00007,JL RAYA PADURENAN RT 03 RW 06 KEC MUSTIKA JAYA KOTA BEKASI,DEPAN SMP 10 KOTA BEKASI    , ,22FN12A06XXX,120.00 ,120.00 ,120.00,,,,,,,,21.00,14.00,21.00,14.00,21.00,14.00,15.00,,,,,,,,,,,CPS,C0000E,,,
SO02-IDM221000183,1,Y,30/10/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,120.00 ,6.50 ,6.00,,,,,,,,,6.00,,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM221000373,1,Y,30/10/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,50.00 ,6.00 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM221000497,1,Y,30/10/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,100.00 ,12.50 ,6.00,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM221000584,1,Y,30/10/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,80.00 ,80.00 ,80.00,,,,,,,,,,,,21.00,14.00,21.00,14.00,10.00,,,,,,,,,CPS,C0000A,,,
SO02-IDM221000633,1,Y,30/10/2022,FERDY WIDASMARA,CU05372,PT. BERKAH SEMANGAT SENTOSA,DPBSS00059,JL TRANSYOGI CIBUBUR (SAMPING RUMAH MAKAN KEMANGI),CIBUBUR    , ,30FN12A06XXX,20.00 ,20.00 ,20.00,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
