S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220500103,1,Y,20/06/2022,FERDY WIDASMARA,CU05088,PT. ROADMIXINDO RAYA,DPRMR00002,PEKERJAAN PEMELIHARAAN PERIODIK DAN REKONSTRUKSI PERKERASAN RUAS JALAN TOL JORR,SEKSI W2 UTARA JALUR A DAN B TAHUN 2022    , ,VIPER45-06,140.00 ,32.75 ,6.00,,,,,,,,,,,,,,,,,,,,,,6.00,,,MANUAL,C6000D,,,
SO03-IDM220400323,1,Y,20/06/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,445.95 ,12.00,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,MANUAL,C1400D,,,
SO11-IDM220400001,1,Y,20/06/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,819.00 ,397.70 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000C,,,
SO03-IDM220400112,1,Y,20/06/2022,FERDY WIDASMARA,CU02126,PT KADI INTERNATIONAL,DPKII00008,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,VIPER45-03,819.00 ,542.60 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.00,MANUAL,C3000D,,,
SO11-IDM220400002,1,Y,20/06/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,813.75 ,780.75 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.00,MANUAL,C3000C,,,
SO03-IDM220600154,1,Y,20/06/2022,FERDY WIDASMARA,CU01745,PT PUSAKA SINAR INTAN,DPPSI00046,CITRA GRAND CBD CIBUBUR CLUSTER CALATHEA,CIBUBUR    , ,22FI12A06XXX,7.00 ,7.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220600161,1,Y,20/06/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00069,12001412. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,100.00 ,79.00 ,14.00,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220600201,1,Y,20/06/2022,HERI KUSWANTO,CU04994,PT. KOTAKDESIGN MEGAHINDO,DPKDM00004,KOMPLEKS KEJAKSAAN JL ADYAKSA 7/NO.38 LEBAK BULUS,JAKARTA SELATAN    , ,25FI12A06XXX,30.00 ,30.00 ,30.00,,,,,,,,14.00,16.00,,,,,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM220500125,1,Y,20/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,121.00 ,93.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500126,1,Y,20/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,30PX12A06TMI,500.00 ,27.50 ,20.00,,,,,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500098,1,Y,20/06/2022,HERI KUSWANTO,CU05181,PT. PERUSAHAAN PERSEROAN (PERSERO) PT. HUTAMA KARYA,DPHAK00018,STRUKTUR PARKIR (ELEVATED) TAMAN MINI INDONESIA INDAH (TMII),JAKARTA    , ,LCPX12A06XXX,353.95 ,310.95 ,7.00,,,,,,,,,,,,,,,,7.00,,,,,,,,,,C3000D,,,
SO03-IDM220500099,1,Y,20/06/2022,HERI KUSWANTO,CU05181,PT. PERUSAHAAN PERSEROAN (PERSERO) PT. HUTAMA KARYA,DPHAK00018,STRUKTUR PARKIR (ELEVATED) TAMAN MINI INDONESIA INDAH (TMII),JAKARTA    , ,30MX12A06TMI,1385.00 ,646.00 ,10.00,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,C3000D,,,
