S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220500103,1,Y,05/06/2022,FERDY WIDASMARA,CU05088,PT. ROADMIXINDO RAYA,DPRMR00002,PEKERJAAN PEMELIHARAAN PERIODIK DAN REKONSTRUKSI PERKERASAN RUAS JALAN TOL JORR,SEKSI W2 UTARA JALUR A DAN B TAHUN 2022    , ,VIPER45-06,140.00 ,88.50 ,6.00,,,,,,,,,,,,,,,,,,,,,,6.00,,,MANUAL,C6000D,,,
SO03-IDM220400323,1,Y,05/06/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,612.05 ,18.00,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,MANUAL,C1400D,,,
SO11-IDM220400001,1,Y,05/06/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,819.00 ,397.70 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000C,,,
SO03-IDM220400671,1,Y,05/06/2022,FERDY WIDASMARA,CU00306,PT PUTRI INTAN ANUGERAH,DPPAH00040,089 - CLS BOTANY HILL FATMAWATI CITY CENTER CILANDAK BARAT,JAKARTA SELATAN    , ,17FI12A06R1X,189.00 ,122.00 ,10.00,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM220500155,1,Y,05/06/2022,HERI KUSWANTO,CU05194,PT. AMORA CIPTA SUKSES,DPACS00012,GREEN SRIMAHI RESIDENCE 1 KP KALEN KENDAL DESA SRIMAHI KEC TAMBUN UTARA,BEKASI    , ,25PX12A06XXX,600.00 ,248.00 ,100.00,,,,,,,,14.00,14.00,14.00,14.00,14.00,14.00,14.00,2.00,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220600055,1,Y,05/06/2022,HERI KUSWANTO,CT05303,BP NIZAR ALMUMIN (NIK 1801042005900008),DRNZA00016,BP RANDY JL RAYA RT 02 RW 02 NARONGGONG CIKETING UDIK PANGKALAN 6,BANTAR GEBANG BEKASI    , ,25FN12A06XXX,5.00 ,5.00 ,5.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220500125,1,Y,05/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,121.00 ,110.00 ,6.00,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500126,1,Y,05/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,30PX12A06TMI,500.00 ,293.00 ,18.00,,,,,,,,,,,7.00,7.00,4.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM220600057,1,Y,05/06/2022,FERDY WIDASMARA,CU04546,PT. INDOJAYA BERKAH BERSAMA,DPIBB00072,BP BAMBANG. JL FLAMBOYAN RAYA PERUM CHANDRA BARU JATI RAHAYU PONDOK MELATI,BEKASI    , ,35PX12A06XXX,6.00 ,6.00 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,CPS,C0000E,,,
SO02-IDM220600069,1,Y,05/06/2022,FERDY WIDASMARA,CU04546,PT. INDOJAYA BERKAH BERSAMA,DPIBB00074,BP H CUNA. JL TRANSAD III RT 002 RW 008 JATIRANGGON JATISAMPURNA,BEKASI    , ,25FI12A06XXX,7.00 ,7.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,CPS,C0000E,,,
SO02-IDM220500212,1,Y,05/06/2022,HERI KUSWANTO,CU05204,ABIPRAYA-DAKA KSO,DPADK00006,PROYEK PENGENDALIAN BANJIR KALI BEKASI PAKET 7,BEKASI    , ,30BX18A06R1X,100.00 ,39.00 ,20.00,,,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220600064,1,Y,05/06/2022,FERDY WIDASMARA,CU04546,PT. INDOJAYA BERKAH BERSAMA,DPIBB00073,BP ANDI. JEMBATAN MOLEK JATIRAHAYU KEC PD MELATI,KOTA BEKASI JAWA BARAT 13810    , ,22FI12A06XXX,15.00 ,15.00 ,15.00,,,,,,,,,,,,,,,,,,15.00,,,,,,,CPS,C0000E,,,
SO03-IDM220500007,1,Y,05/06/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX18A06P3R,349.00 ,349.00 ,6.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500008,1,Y,05/06/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,454.00 ,338.50 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500009,1,Y,05/06/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,45.00 ,20.00 ,6.00,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
