S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM220500214,1,Y,02/06/2022,FERDY WIDASMARA,CU02382,CV WAHANA JAYA BETON,DPWJB00272,BP SUBUR. JL SAWO I RT 001 RW 002 PENGASINAN KEC RAWA LUMBU,BEKASI    , ,22FN12A06XXX,24.00 ,24.00 ,24.00,,,,,,,,14.00,10.00,,,,,,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM220500103,1,Y,02/06/2022,FERDY WIDASMARA,CU05088,PT. ROADMIXINDO RAYA,DPRMR00002,PEKERJAAN PEMELIHARAAN PERIODIK DAN REKONSTRUKSI PERKERASAN RUAS JALAN TOL JORR,SEKSI W2 UTARA JALUR A DAN B TAHUN 2022    , ,VIPER45-06,140.00 ,100.50 ,6.00,,,,,,,,,,,,,,,,,,,,,,6.00,,,MANUAL,C6000D,,,
SO02-IDM220500221,1,Y,02/06/2022,FERDY WIDASMARA,CT02314,BP BUYUNG WIRAWAN/PD.BAJA ASIA,DRBWW00002,SAKURA REGENCY 3. JL. MUSTIKA SARI KP. RAWA SAPI JATIMULYA,BEKASI TIMUR    ,081310048818,22FI12A06XXX,31.00 ,31.00 ,28.00,,,,,,,,14.00,7.00,7.00, ,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220400323,1,Y,02/06/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,612.05 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C1400D,,,
SO03-IDM220400197,1,Y,02/06/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00058,12001393. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,173.00 ,26.00 ,14.00,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500125,1,Y,02/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,121.00 ,110.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500128,1,Y,02/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,25PX12A06TMI,350.00 ,350.00 ,28.00,,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220400671,1,Y,02/06/2022,FERDY WIDASMARA,CU00306,PT PUTRI INTAN ANUGERAH,DPPAH00040,089 - CLS BOTANY HILL FATMAWATI CITY CENTER CILANDAK BARAT,JAKARTA SELATAN    , ,17FI12A06R1X,189.00 ,129.00 ,10.00,,,,,,,,,,,,,10.00,,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM220500105,1,Y,02/06/2022,FERDY WIDASMARA,CU01337,PT GEWINN GOLD HOTAMA,DPGGH00003,PT UNIVERSAL AGRI,BEKASI    , ,30PX12A06XXX,30.00 ,5.00 ,5.00,,,,,,,,,, ,5.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220500163,1,Y,02/06/2022,FERDY WIDASMARA,CU01337,PT GEWINN GOLD HOTAMA,DPGGH00003,PT UNIVERSAL AGRI,BEKASI    , ,30PX12A06XXX,11.00 ,1.00 ,1.00,,,,,,,,,, ,1.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220500206,1,Y,02/06/2022,FERDY WIDASMARA,CU01337,PT GEWINN GOLD HOTAMA,DPGGH00003,PT UNIVERSAL AGRI,BEKASI    , ,30PX12A06XXX,10.00 ,10.00 ,10.00,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,CPS,C0000E,,,
SO02-IDM220500155,1,Y,02/06/2022,HERI KUSWANTO,CU05194,PT. AMORA CIPTA SUKSES,DPACS00012,GREEN SRIMAHI RESIDENCE 1 KP KALEN KENDAL DESA SRIMAHI KEC TAMBUN UTARA,BEKASI    , ,25PX12A06XXX,600.00 ,570.00 ,91.00,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,14.00,14.00,7.00, , , ,,,,MANUAL,C0000E,,,
SO03-IDM220500166,1,Y,02/06/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,60.00 ,10.00,,,,,,,,,,,,10.00, , ,,,,,,,,,,,MANUAL,C4500D,,,
SO02-IDM220500093,1,Y,02/06/2022,HERI KUSWANTO,CU04598,PT. MITRA PRATAMA MANDIRI JAYA PERKASA,DPMPJ00008,JL DEPAN PT MONI 2,BEKASI    , ,25PX12A06XXX,200.00 ,71.50 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220500128,1,Y,02/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,25PX12A06TMI,350.00 ,350.00 ,28.00,,,,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500125,1,Y,02/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,121.00 ,110.00 ,7.00,,,,,,,,,,,,, ,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500127,1,Y,02/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,36PX06A06TMI,130.00 ,130.00 ,7.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220400342,1,Y,02/06/2022,FERDY WIDASMARA,CU04222,PT MAKURACIPTA INDAH,DPMCI00008,JALAN DAN SALURAN DI PODOMORO GOLF VIEW CIMANGGIS,CIMANGGIS    , ,22PX12A06XXX,457.00 ,389.50 ,4.50,,,,,,,,,,,4.50,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM220500212,1,Y,02/06/2022,HERI KUSWANTO,CU05204,ABIPRAYA-DAKA KSO,DPADK00006,PROYEK PENGENDALIAN BANJIR KALI BEKASI PAKET 7,BEKASI    , ,30BX18A06R1X,100.00 ,95.00 ,20.00,,,,,,,,,,,,,10.00,10.00, , , , , ,,,,,,MANUAL,C0000E,,,
