S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220500103,1,Y,06/06/2022,FERDY WIDASMARA,CU05088,PT. ROADMIXINDO RAYA,DPRMR00002,PEKERJAAN PEMELIHARAAN PERIODIK DAN REKONSTRUKSI PERKERASAN RUAS JALAN TOL JORR,SEKSI W2 UTARA JALUR A DAN B TAHUN 2022    , ,VIPER45-06,140.00 ,88.50 ,6.00,,,,,,,,,,,,,,,,,,,,,,6.00,,,MANUAL,C6000D,,,
SO03-IDM220400323,1,Y,06/06/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,612.05 ,18.00,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,MANUAL,C1400D,,,
SO11-IDM220400001,1,Y,06/06/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,819.00 ,397.70 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000C,,,
SO02-IDM220600025,1,Y,06/06/2022,FERDY WIDASMARA,CT05459,BP ANDRIYANTO (NIK 3175091201821001),DRAND00029,PT KARISMATAMA PUTRA MANDIRI RUKO JL SILIWANGI DEPOK PANCORAN MAS,DEPOK    , ,22FN12A06XXX,14.00 ,14.00 ,14.00,,,,,,,,,,,,,,,,,,,14.00,,,,,,CPS,C0000E,,,
SO03-IDM220600033,1,Y,06/06/2022,FERDY WIDASMARA,CU03101,PT GITA BANGUN JAYA,DPGBJ00013,PERUMAHAN CITRA GRAND CIBUBUR BLOK DD 3 NO 18 & CC 2 NO 02,CIBUBUR    , ,22FI12A06XXX,14.50 ,14.50 ,14.50,,,,,,,,7.00,7.50,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220600032,1,Y,06/06/2022,FERDY WIDASMARA,CU01012,PT REKACIPTA BANGUN PRATAMA,DPRBP00047,GG-15. GRAND GALAXY JL LOTUS UTARA 2 BLOK D5 NO 25,PEKAYON    , ,22FI12A06XXX,14.00 ,14.00 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220400671,1,Y,06/06/2022,FERDY WIDASMARA,CU00306,PT PUTRI INTAN ANUGERAH,DPPAH00040,089 - CLS BOTANY HILL FATMAWATI CITY CENTER CILANDAK BARAT,JAKARTA SELATAN    , ,17FI12A06R1X,189.00 ,122.00 ,10.00,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220500125,1,Y,06/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,121.00 ,110.00 ,5.00,,,,,,,,,,,5.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500126,1,Y,06/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,30PX12A06TMI,500.00 ,293.00 ,20.00,,,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500127,1,Y,06/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,36PX06C06TMI,130.00 ,130.00 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM220600062,1,Y,06/06/2022,HERI KUSWANTO,CU01922,PT THOMSON TUNGGAL PERKASA,DPTTP00003,PABRIK KARUNG BEKASI JL PANGKALAN V KAMPUNG CIKETING UDIK RT 03 RW 05,BANTARGEBANG BEKASI    , ,35FI12A06XXX,55.00 ,55.00 ,55.00,,,,,,,,21.00,14.00,20.00,,,,,,,,,,,,,,,CPS,C0000E,,,
