S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM221200109,1,Y,28/12/2022,FERDY WIDASMARA,CU05479,PT. KANAKO PETROTAMA JAYA,DPKTJ00002,SBPU BP-AKR GUNUNG PUTRI,KAB BOGOR    , ,LCFV12A06XXX,25.00 ,13.00 ,13.00,,,,,,,,13.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM221200629,1,Y,28/12/2022,FERDY WIDASMARA,CU03193,PT SHOFAL MUTTOR,DPSFM00089,LOCO. BP FAJAR FATMAWATI,JAKARTA SELATAN    , ,35PX12C06XXX,2.50 ,2.50 ,2.50,,,,,,,,,,,,,,,,,,,2.50,,,,,,MANUAL,C0000E,,,
SO03-IDM221200243,1,Y,28/12/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,60.00 ,15.00,,,,,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,MANUAL,C4500D,,,
SO03-IDM221000198,1,Y,28/12/2022,FERDY WIDASMARA,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX12A06XXX,1000.00 ,269.50 ,7.00,,,,,,,,,,,,,,,7.00, ,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221200211,1,Y,28/12/2022,HERI KUSWANTO,CU02958,PT ALVINDO BANGUN SARANA MANDIRI,DPABS00188,CLUSTER ZLIVING PERUMAHAN GRAND WISATA TAMBUN,BEKASI    , ,17FI12A06XXX,90.00 ,90.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221200235,1,Y,28/12/2022,FERDY WIDASMARA,CU04745,CV. CIBALAGUNG INDAH PERSADA,DPCIP00006,"PT RUSLI VINILON SAKTI JL RAYA NAROGONG KM 15,5",KAB BOGOR    , ,30FV12A06XXX,350.00 ,220.00 ,84.00,,,,,,,,,,,,,,,,,,21.00,21.00,21.00,21.00,,,,MANUAL,C3000A,,,
SO03-IDM221200267,1,Y,28/12/2022,FERDY WIDASMARA,CU00310,PT. SADAR MANDIRI MULIA,DPSMM00048,UNITY TK GRAND GALAXY CITY,BEKASI    , ,30FV12A06XXX,30.00 ,30.00 ,30.00,,,,,,,,21.00,9.00,,,,,,,,,,,,,,,,CPS,C3000A,,,
