S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220200259,1,Y,02/03/2022,DEDE JUNAEDI,CU00280,PT OKTA DUTA INTI PERKASA,DPOIA00065,PROYEK PT OKTA DUTA IP RUKO GRAND BUSSINES PARK GRAND WISATA,BEKASI    , ,LCFU12A06XXX,35.00 ,7.00 ,7.00,,,,,7.00,,,,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220200249,1,Y,02/03/2022,DEDE JUNAEDI,CU02632,PT KIRANA KURNIA KREASI,DPKKI00018,"PERUM GRAND WISATA -  CLUSTER LEMONADE BLOK CC7,CC8,CC16",BEKASI    , ,22FI12A06XXX,70.00 ,42.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220200221,1,Y,02/03/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,80.00 ,25.00 ,15.00,,,,,,,,,,7.00,8.00,,,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM211200543,1,Y,02/03/2022,FERDY WIDASMARA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00113,TRIBUANA MULTI KARYA. MABES TNI CILANGKAP JL PINTU 2 MABES TNI AL CILANGKAP,CIPAYUNG JAKARTA TIMUR    , ,35BX18A06XXX,500.00 ,24.50 ,21.00,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220200091,1,Y,02/03/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00057,12001391. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,147.00 ,14.00,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM220200266,1,Y,02/03/2022,DEDE JUNAEDI,CU05006,PT. KARYA YAKIN SUKSES SEJAHTERA,DPKYS00044,RENOVASI PABRIK SIKA - BANGUNAN WWTP CILEUNGSI,JAWA BARAT    , ,30PX12A06XXX,34.00 ,16.00 ,5.00,,,,,,,,,,5.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220300009,1,Y,02/03/2022,DEDE JUNAEDI,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00005,CLUSTER TORENA+ GRAND WISATA LAMBANGSARI - TAMBUN,BEKASI    , ,22FI12A06XXX,28.00 ,28.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C3000A,,,
