S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220100303,1,Y,04/02/2022,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,906.00 ,785.50 ,6.00,,,,,,,,,,,,,,,,6.00,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211200471,1,Y,04/02/2022,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX18A06P3R,1050.00 ,425.50 ,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,MANUAL,C3000D,,
SO02-IDM220200030,1,Y,04/02/2022,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00161,PT SINAR GRAHA PARAMITA COR DAK RUMAH HUNI DEKAT JL JASMINE III RT 02/09,RANCAMAYA BOGOR    , ,25FI12A06XXX,42.00 ,42.00 ,42.00,,,,,,,,18.00,12.00,12.00,,,,,,,,,,,,,,,CPS,C0000E,,
SO02-IDM220200014,1,Y,04/02/2022,LUDI PURNAMA,CU03182,PT ELINDRA PRIMA PERKASA,DPEPP00009,BUKIT TIRTA GEULIS SUMMARECON BOGOR,BOGOR    , ,25PX12A06XXX,6.00 ,6.00 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220100165,1,Y,04/02/2022,LUDI PURNAMA,CU04927,PT. MIRTADA SEJAHTERA,DPMTS00002,HOTEL SAYAGA WISATA BOGOR JL TEGAR BERIMAN KEL TENGAH,KEC CIBINONG    , ,35PX12A06GAP,500.00 ,321.00 ,100.00,,,,,,,,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,4.00,,,,,,,,,MANUAL,C0000E,,
SO03-IDM220100346,1,Y,04/02/2022,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,100.00 ,93.00 ,5.50,,,,,,,,,,,5.50,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220200036,1,Y,04/02/2022,DEDE JUNAEDI,CU01176,PT STAR NUSA PRIMA,DPSNP00007,PROYEK NIRWANA BOJONG BLOK C KP BOJONG KEC KLAPANUNGGAL CILEUNGSI,KLAPANUNGGAL CIEUNGSI    , ,35FI12A06XXX,42.00 ,42.00 ,42.00,,,,,,,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,,,,,,,,,,,MANUAL,C3000D,,
