S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO08-IDM230100021,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,10MI10A06R1P,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100022,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,10MX10A06R1P,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100023,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,30MX10A06R1P,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100024,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,35MX10A06R1P,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100025,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,30MX10A06A3R,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100026,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,30MX10A06A7R,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100027,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,35MX10A06A3R,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100028,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,35MX10A06A7R,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100029,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,40RXFLA06A3R,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO08-IDM230100030,1,Y,26/01/2023,LUDI PURNAMA,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,45RXFLA06A3R,4.00 ,4.00 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
