S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM221000096,1,Y,24/10/2022,DEDE JUNAEDI,CU04497,CV. SURYA PRATAMA INDONESIA,DPSPT00013,OCBD CLUSTER VIRGINIA PINE JL KAUM SARI 33 RT 05 RW 01 CIBULUH KEC BOGOR UTARA,KOTA BOGOR JAWA BARAT 16151    , ,22PX12A06XXX,135.00 ,110.00 ,6.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220900028,1,Y,24/10/2022,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,86.00 ,16.00 ,12.00,,,,,,,,,6.00,6.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM221000407,1,Y,24/10/2022,DEDE JUNAEDI,CU01080,PT TATHONG PERKASA,DPTHP00005,JL BUKIT PERMATA NO 78 SENTUL CITY BABAKAN MADANG,KAB BOGOR JAWA BARAT    , ,35PX12A06XXX,140.00 ,134.00 ,66.00,,,,,,,,12.00,18.00,18.00,18.00, ,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM221000473,1,Y,24/10/2022,DEDE JUNAEDI,CU05419,PT. SAPTA REKSA UTAMA,DPSRU00003,KAWASAN MNC LAND LIDO,BOGOR    , ,35PX07A06LSC,106.00 ,106.00 ,54.00,,,,,,,,6.00,6.00,6.00,12.00,12.00,12.00,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM221000122,1,Y,24/10/2022,DEDE JUNAEDI,CU00281,PT OSCARINDO UTAMA GEMILANG,DPOUG00018,RUKAN DIKLAT RESERSE MEGAMENDUNG,BOGOR    , ,30PX12A06XXX,31.00 ,26.00 ,12.00,,,,,,,,,,,,,,,12.00, ,,,,,,,,,CPS,C3000D,,
SO03-IDM221000124,1,Y,24/10/2022,DEDE JUNAEDI,CU00281,PT OSCARINDO UTAMA GEMILANG,DPOUG00018,RUKAN DIKLAT RESERSE MEGAMENDUNG,BOGOR    , ,30PX12A06R3R,52.00 ,25.00 ,12.00,,,,,,,,,,,,,,,6.00,6.00, ,,,,,,,,CPS,C3000D,,
SO03-IDM221000125,1,Y,24/10/2022,DEDE JUNAEDI,CU00281,PT OSCARINDO UTAMA GEMILANG,DPOUG00018,RUKAN DIKLAT RESERSE MEGAMENDUNG,BOGOR    , ,30PX12A06XXX,27.00 ,27.00 ,12.00,,,,,,,,,,,,,,,,12.00, ,,,,, ,,,CPS,C3000D,,
