S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220600190,1,Y,01/07/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,535.00 ,535.00 ,6.00,,,,,,,,,,,,,6.00,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220600528,1,Y,01/07/2022,LUDI PURNAMA,CT05377,BP ASEP SUHERLI SPD (NIK 3217061802690009),DRAHI00009,GUDANG AQUA CIMANDALA JL RAYA BOGOR,BOGOR    , ,30FN12A06XXX,52.00 ,52.00 ,52.00,,,,,,,,6.00,12.00,6.00,12.00,6.00,10.00,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220600403,1,Y,01/07/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,BOGOR    , ,25FD12A06XXX,30.00 ,30.00 ,30.00,,,,,,,,12.00,12.00,6.00,,,,,,,,,,,,,,,CPS,C0000E,,
SO03-IDM220600213,1,Y,01/07/2022,DEDE JUNAEDI,CU00213,PT INDONESIA PONDASI RAYA TBK,DPIPA00041,HOTEL LUMINOR BOGOR (B22009) JL CIDANGIANG BOGOR,BOGOR    , ,28MX18A06HL6,1700.00 ,1566.00 ,18.00,,,,,,,,6.00,6.00,6.00,,,,,,,,,,,,,,,MANUAL,C3000C,,
SO08-IDM220600044,1,Y,01/07/2022,DEDE JUNAEDI,CU05255,CV. RANTO INDAH PUTRA,DPRIP00002,DINDING PENAHAN TANAH KEC CIBUNGBULANG,KAB BOGOR    , ,20MX12A06R1X,4.00 ,4.00 ,4.00,,,,,,,,,,4.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO08-IDM220600045,1,Y,01/07/2022,DEDE JUNAEDI,CU05255,CV. RANTO INDAH PUTRA,DPRIP00002,DINDING PENAHAN TANAH KEC CIBUNGBULANG,KAB BOGOR    , ,25PX12A06R1X,4.00 ,4.00 ,4.00,,,,,,,,,,,4.00,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM220400030,1,Y,01/07/2022,LUDI PURNAMA,CU02937,PT. ADHI COMMUTER PROPERTI,DPACP00008,MARKETING GALLERY ADHI CITY SENTUL EXIT TOLL JAGORAWI KM 33 JL ANGGREK,DESA KADUMANGU KEC BABAKAN MADANG BOGOR JAWA BARAT 16810    , ,35PX12A06XXX,52.00 ,46.00 ,18.00,,,,,,,,,,6.00,6.00,6.00,,,,,,,,,,,,,MANUAL,C3000D,,
