S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM211200470,1,Y,08/01/2022,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1400.00 ,836.50 ,174.00,24.00,24.00,24.00,24.00,24.00,24.00,24.00,,,,,,,,,6.00,,,,,,,,,CPS,C3000D,,
SO03-IDM211200471,1,Y,08/01/2022,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX18A06P3R,1050.00 ,1014.00 ,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900316,1,Y,08/01/2022,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,30MX10A06BGR,1000.00 ,622.50 ,6.00,,,,,,,,,,,,,,,,,,,,,,,,6.00,MANUAL,C3000D,,
SO02-IDM220100089,1,Y,08/01/2022,LUDI PURNAMA,CU04997,CIBATOK DUA,DPCID00002,JL CIBATOK CIBUNGBULANG RW 05 & RW 11 BOGOR,BOGOR    , ,25FI12A06XXX,100.00 ,100.00 ,42.00,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,,,MANUAL,C0000E,,
SO03-IDM220100045,1,Y,08/01/2022,ANDRY CHRISTIANTO,CU04684,PT. SETIA HANDA MANDIRI,DPSHM00014,PROYEK AR ROYAN CIAPUS BOGOR,BOGOR    , ,30FI12A06XXX,35.00 ,15.00 ,15.00,,,,,,,,,6.00,6.00,3.00,,,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM211100290,1,Y,08/01/2022,LUDI PURNAMA,CU02937,PT ADHI COMMUTER PROPERTI,DPACP00008,MARKETING GALLERY ADHI CITY SENTUL EXIT TOLL JAGORAWI KM 33 JL ANGGREK,DESA KADUMANGU KEC BABAKAN MADANG BOGOR JAWA BARAT 16810    , ,35PX05C06XXX,175.00 ,151.00 ,4.00,,,,,,,,,,4.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211200220,1,Y,08/01/2022,LUDI PURNAMA,CU02937,PT ADHI COMMUTER PROPERTI,DPACP00008,MARKETING GALLERY ADHI CITY SENTUL EXIT TOLL JAGORAWI KM 33 JL ANGGREK,DESA KADUMANGU KEC BABAKAN MADANG BOGOR JAWA BARAT 16810    , ,45RX07A06XXX,385.00 ,385.00 ,50.00,,,,,,,,12.00,12.00,12.00,12.00,2.00,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211200518,1,Y,08/01/2022,ANDRY CHRISTIANTO,CU00306,PT PUTRI INTAN ANUGERAH,DPPAH00038,088/CLUSTER MONTE CARLO RESIDENCE PERUMAHAN PAKUAN HILL TAJUR,BOGOR    , ,30FI12A06XXX,43.00 ,43.00 ,12.00,,,,,,,,,,6.00,6.00,,,,,,,,,,,,,,MANUAL,C3000C,,
SO02-IDM220100076,1,Y,08/01/2022,ANDRY CHRISTIANTO,CU02272,CV PRESISINDO JAYA MANDIRI,DPPJM00008,PONDOK PESANTREN AR ROYYAN DESA SUKALUYU TAMAN SARI CIAPUS,BOGOR    , ,30FI12A06XXX,16.00 ,16.00 ,16.00,,,,,,,,,16.00,,,,,,,,,,,,,,,,CPS,C4500D,,
