S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM211000428,1,Y,27/10/2021,ANDRY CHRISTIANTO,CU01003,PT BUDIS POOL,DPBDL00037,IBU MEGAWATI SHAH. PERMATA SENTUL GOLF KAV SARATOGA 2311-12,SENTUL JAWA BARAT    , ,30PX12A06XXX,30.00 ,30.00 ,30.00,,,,,,,,,,,12.00,12.00,6.00,,,,,,,,,,,,MANUAL,C3000C,,
SO03-IDM211000443,1,Y,27/10/2021,LUDI PURNAMA,CU04212,PT TRADA STETIKA,DPTRS00004,JL RAYA PARUNG BOGOR - KEMANG BOGOR,JAWA BARAT 16310    , ,35FI12A06XXX,70.00 ,70.00 ,60.00,,,,,,,,12.00,12.00,12.00,12.00,12.00,,,,,,,,,,,,,MANUAL,C3000A,,
SO03-IDM211000370,1,Y,27/10/2021,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,60.00 ,32.00 ,8.00,,,,,,,,,6.00,2.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000439,1,Y,27/10/2021,ANDRY CHRISTIANTO,CU00227,PT KARTASANTOSA UNGGUL,DPKSU00026,RANCAMAYA BOGOR AMADEUS 5,BOGOR    , ,25PX12A06XXX,11.00 ,11.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000404,1,Y,27/10/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,934.00 ,889.00 ,50.00,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,4.00,4.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000355,1,Y,27/10/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCFI12A06XXX,263.00 ,203.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000212,1,Y,27/10/2021,LUDI PURNAMA,CU04649,PT. RAJA TUA,DPRJT00003,PT RAJA TUA JL CILUBANG NO 1-3 RT 5 RW 11 BALUNGBANG JAYA KEC BOGOR,KOTA BOGOR JAWA BARAT 16116    , ,35PX12A06R1X,60.00 ,60.00 ,52.00,,,,,,14.00,14.00,14.00,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C4500A,,
