S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220600354,1,Y,15/08/2022,DEDE JUNAEDI,CU01144,PT TRIJAYA CITRAPERDANA,DPTCP00014,JL TAPOS CIMANGGIS GOLF ESTATE CLUSTER MARGATA JL MARGATA 6,DEPOK    , ,25FI12A06XXX,750.00 ,534.50 ,112.00,,,,,,,,12.00,18.00,12.00,18.00,12.00,18.00,12.00,10.00,,,,,,,,,,CPS,C3000D,,
SO03-IDM220800161,1,Y,15/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,27.00 ,27.00 ,27.00,,,,,,,,12.00,12.00,3.00,,,,,,,,,,,,,,,CPS,C3000D,,
SO03-IDM220700139,1,Y,15/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,65.00 ,4.00 ,4.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220700185,1,Y,15/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,68.00 ,1.00 ,1.00,,,,,,,,1.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220800007,1,Y,15/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,45.00 ,3.00 ,3.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220800096,1,Y,15/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,35.00 ,5.00 ,5.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,CPS,C3000D,,
SO03-IDM220800135,1,Y,14/08/2022,DEDE JUNAEDI,CU00281,PT OSCARINDO UTAMA GEMILANG,DPOUG00018,RUKAN DIKLAT RESERSE MEGAMENDUNG,BOGOR    , ,30PX12A06XXX,10.00 ,10.00 ,10.00,,,,,,,,,,,,,,,,,,,,10.00,,,,,CPS,C3000D,,
SO03-IDM220700275,1,Y,14/08/2022,DEDE JUNAEDI,CU00281,PT OSCARINDO UTAMA GEMILANG,DPOUG00018,RUKAN DIKLAT RESERSE MEGAMENDUNG,BOGOR    , ,17PX12A06XXX,22.00 ,22.00 ,22.00,,,,,,,,,,,,,,,,,,,,22.00,,,,,CPS,C3000D,,
SO03-IDM220800134,1,Y,14/08/2022,DEDE JUNAEDI,CU00281,PT OSCARINDO UTAMA GEMILANG,DPOUG00018,RUKAN DIKLAT RESERSE MEGAMENDUNG,BOGOR    , ,17PX12A06XXX,28.00 ,28.00 ,28.00,,,,,,,,,,,,,,,,,,,,,12.00,12.00,4.00,,CPS,C3000D,,
SO03-IDM220800136,1,Y,14/08/2022,LUDI PURNAMA,CU01543,PT LEGNO TROPICALINDO,DPLTC00010,PERUMAHAN NEWTON SPRINGS SENTUL JL RAYA CIJAYANTI KEC BABAKAN MADANG,KAB BOGOR JAWA BARAT 16810    , ,22FI12A06XXX,500.00 ,475.00 ,34.00,,,,,,,,,,,,,,,,12.00,12.00,10.00,,,,,,,MANUAL,C3000D,,
