S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220700039,1,Y,02/08/2022,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,50.00 ,22.50 ,4.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220700107,1,Y,02/08/2022,LUDI PURNAMA,CU01543,PT LEGNO TROPICALINDO,DPLTC00008,PROYEK THE SANCTUARY SENTUL. PERUMAHAN SANCTUARY SENTUL CITY CIJAYANTI,BABAKAN MADANG BOGOR    , ,22FI12A06XXX,400.00 ,219.50 ,130.00,,,,,,,,,,,,,12.00,18.00,12.00,18.00,12.00,18.00,12.00,18.00,10.00,,,,CPS,C3000D,,
SO02-IDM220700560,1,Y,02/08/2022,LUDI PURNAMA,CU04728,PT. CIPTA KARYA MANDIRI PRIMA,DPCKI00004,PERUMAHAN ROYAL TAJUR CLUSTER DUNSTER TAJUR,BOGOR    , ,25PX12A06XXX,13.00 ,10.00 ,10.00,,,,,,,,,,6.00,4.00,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220700063,1,Y,02/08/2022,DEDE JUNAEDI,CU02435,CV. MENTARI AULIA PERSADA,DPMAP00073,PT SOMBA HASBO. GEDUNG POLRES BOGO JL TEGAR BERIMAN TENGAH BOGOR,BOGOR    , ,30MN12A06XXX,100.00 ,2.00 ,2.00,,,,,,,,,,2.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220700320,1,Y,02/08/2022,DEDE JUNAEDI,CU02435,CV. MENTARI AULIA PERSADA,DPMAP00073,PT SOMBA HASBO. GEDUNG POLRES BOGO JL TEGAR BERIMAN TENGAH BOGOR,BOGOR    , ,30MN12A06XXX,100.00 ,3.00 ,3.00,,,,,,,,,,3.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220700462,1,Y,02/08/2022,DEDE JUNAEDI,CU02435,CV. MENTARI AULIA PERSADA,DPMAP00073,PT SOMBA HASBO. GEDUNG POLRES BOGO JL TEGAR BERIMAN TENGAH BOGOR,BOGOR    , ,30MN12A06XXX,100.00 ,18.00 ,18.00,,,,,,,,,18.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM220600213,1,Y,02/08/2022,DEDE JUNAEDI,CU00213,PT INDONESIA PONDASI RAYA TBK,DPIPA00041,HOTEL LUMINOR BOGOR (B22009) JL CIDANGIANG BOGOR,BOGOR    , ,28MX18A06HL6,1700.00 ,1267.50 ,24.00,,,,,,,,,,6.00,6.00,6.00,6.00,,,,,,,,,,,,MANUAL,C3000C,,
SO03-IDM220700244,1,Y,02/08/2022,DEDE JUNAEDI,CU00213,PT INDONESIA PONDASI RAYA TBK,DPIPA00041,HOTEL LUMINOR BOGOR (B22009) JL CIDANGIANG BOGOR,BOGOR    , ,28MX18C06HL6,100.00 ,57.00 ,6.00,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C3000C,,
SO03-IDM220700139,1,Y,02/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,65.00 ,4.00 ,4.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220700185,1,Y,02/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,68.00 ,1.00 ,1.00,,,,,,,,1.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220700243,1,Y,02/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00003,RUCON CLUSTER NAHARA,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,24.00 ,12.00 ,12.00,,,,,,,,12.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220800007,1,Y,02/08/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,45.00 ,45.00 ,6.00,,,,,,,,,,,,,,,,6.00,,,,,,,,,CPS,C3000D,,
SO03-IDM220600354,1,Y,02/08/2022,DEDE JUNAEDI,CU01144,PT TRIJAYA CITRAPERDANA,DPTCP00014,JL TAPOS CIMANGGIS GOLF ESTATE CLUSTER MARGATA JL MARGATA 6,DEPOK    , ,25FI12A06XXX,750.00 ,548.50 ,5.00,,,,,,,,,,,,5.00,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220800022,1,Y,02/08/2022,DEDE JUNAEDI,CU00286,PT. PANCARAN SEWU SEJAHTERA,DPPSS00004,LANBAU SENTUL DEPAN SIGMA UTAMA,BOGOR    , ,25PX10A06XXX,6.00 ,6.00 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
