S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900239,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,300.00 ,196.00 ,6.0,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000355,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCFI12A06XXX,263.00 ,133.00 ,6.0,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211100090,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1021.50 ,1021.50 ,6.0,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211100229,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX18A06P3R,347.00 ,192.00 ,6.0,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000406,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,M5PXXXS06XXX,15.00 ,15.00 ,6.0,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900006,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00135,PT ADHI KARYA ( PERSERO )  TBK,DPAKP00027,PEMBANGUNAN JALUR GANDA KA KM 6+800 S.D 8+500 ANTARA BATUTULIS - CIOMAS,LINTAS BOGOR - SUKABUMI JL KP ERETAN (DI JL UTAMA JL RAYA CIPAKU) KEC BOGOR SELATAN KOTA BOGOR    , ,30PX10A06RBC,500.00 ,334.00 ,6.0,,,,,,,,,,,,,6.00,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM211000306,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00135,PT ADHI KARYA ( PERSERO )  TBK,DPAKP00027,PEMBANGUNAN JALUR GANDA KA KM 6+800 S.D 8+500 ANTARA BATUTULIS - CIOMAS,LINTAS BOGOR - SUKABUMI JL KP ERETAN (DI JL UTAMA JL RAYA CIPAKU) KEC BOGOR SELATAN KOTA BOGOR    , ,12BX18A06RBC,100.00 ,100.00 ,6.0,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM211000307,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00135,PT ADHI KARYA ( PERSERO )  TBK,DPAKP00027,PEMBANGUNAN JALUR GANDA KA KM 6+800 S.D 8+500 ANTARA BATUTULIS - CIOMAS,LINTAS BOGOR - SUKABUMI JL KP ERETAN (DI JL UTAMA JL RAYA CIPAKU) KEC BOGOR SELATAN KOTA BOGOR    , ,35BX18A06RBC,360.00 ,233.00 ,6.0,,,,,,,,,,,,,,,6.00,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM210900314,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,15MI10A06BGR,1000.00 ,988.00 ,6.0,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900315,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,10MI10A06BGR,1000.00 ,979.00 ,6.0,,,,,,,,,,,,,,,6.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900316,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,30MX10A06BGR,1000.00 ,794.50 ,6.0,,,,,,,,,,,,,,,,6.00,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211100252,1,Y,17/11/2021,ANDRY CHRISTIANTO,CI00012,PT ANDALAN NUSA PRATAMA,CIANP00010,PEMBUATAN PARKIR POOL 2 HO KARANGGAN,KARANGGAN    , ,22PX12A06XXX,13.00 ,13.00 ,10.0,,,,,,,,,,5.00,5.00,,,,,,,,,,,,,,MANUAL,C0000A,,
SO03-IDM211000083,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU00426,PT SRIARTAMA SUKSES,DRSAS00032,PERUMAHAN RANCA MAYA CLUSTER AMADEUS 6,BOGOR    , ,20MX12A06XXX,350.00 ,321.00 ,110.0,,,,,,,,,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,2.00,,,,,,,CPS,C3000D,,
SO03-IDM211100282,1,Y,17/11/2021,LUDI PURNAMA,CU04520,PT. SINERGITAS BANGUN GRAHA,DPSBA00017,CIMANGGIS GOLF ESTATE TAPOS,DEPOK    , ,25FD12A06XXX,45.00 ,45.00 ,45.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,3.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211100080,1,Y,17/11/2021,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,120.00 ,108.00 ,5.5,,,,,,,,,5.50,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM211100277,1,Y,17/11/2021,ANDRY CHRISTIANTO,CU04848,PT. TEGUH KARYA GRAHARTA,DPTKG00006,PT SENTRA BRA MAKMUR JL RAYA MERCEDES BENT RT 01/03,GUNUNG PUTRI    , ,30PX12A06XXX,26.00 ,26.00 ,26.0,,,,,,,,,7.00,7.00,,5.00,7.00,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211100344,1,Y,17/11/2021,LUDI PURNAMA,CU02502,PT SOMBA HASBO,DPSBH00005,PERKUATAN TEBING SINGAI CIPAKANCILAN KOMP C PASPAMPRES LAWANG GINTUNG,KOTA BOGOR    , ,30FI12A06XXX,20.00 ,20.00 ,20.0,,,,,,,,,,,7.00,6.00,,,7.00,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM211100272,1,Y,17/11/2021,LUDI PURNAMA,CU01781,PT PAGAR BATU LESTARI,DPPBL00004,PODOMORO GOLF VIEW,CIMANGGIS    , ,30FI08C06XXX,50.00 ,50.00 ,10.0,,,,,,,,,,5.00,,,,5.00,,,,,,,,,,,MANUAL,C4500D,,
SO02-IDM211100331,1,Y,17/11/2021,ANDRY CHRISTIANTO,CT01873,BP HERI KUSUMA (NIK 3271040704810022),DRHRK00242,LOCO. COR RUMAH BP RONY PERUM TRAN BOGE VILLAGE (TBV) BLOK P8 KEDUNG WARINGIN,BOJONG GEDE    , ,22FI12A06XXX,7.00 ,7.00 ,7.0,,,,,,,,,,,3.00,2.00,2.00,,,,,,,,,,,,MANUAL,C0000E,,
