S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM211000213,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,35PX12A06R1X,43.00 ,43.00 ,7.0,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211000223,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,17PX12A06R1X,50.00 ,50.00 ,10.0,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211000224,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,30PX12A06R1X,100.00 ,100.00 ,14.0,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C0000E,,
SO03-IDM211000002,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04743,PT. RIZ GIGA UTAMA,DPRGU00002,PEKERJAAN PENUNJANG PENINGKATAN JALAN SP JL TOLE ISKANDAR - PD RAJEG,BTS DEPOK/BOGOR    , ,20MX12A06JSP,600.00 ,408.00 ,12.0,,,,,,,,,,,,6.00,6.00,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM211000003,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04743,PT. RIZ GIGA UTAMA,DPRGU00002,PEKERJAAN PENUNJANG PENINGKATAN JALAN SP JL TOLE ISKANDAR - PD RAJEG,BTS DEPOK/BOGOR    , ,10MX12A06JSP,200.00 ,124.00 ,6.0,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM211000033,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,136.00 ,136.00 ,35.0,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,MANUAL,C3000D,,
SO03-IDM210900005,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU00135,PT ADHI KARYA ( PERSERO )  TBK,DPAKP00027,PEMBANGUNAN JALUR GANDA KA KM 6+800 S.D 8+500 ANTARA BATUTULIS - CIOMAS,LINTAS BOGOR - SUKABUMI JL KP ERETAN (DI JL UTAMA JL RAYA CIPAKU) KEC BOGOR SELATAN KOTA BOGOR    , ,12BX18A06RBC,300.00 ,30.00 ,6.0,,,,,,,,,,,,,6.00,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM210900006,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU00135,PT ADHI KARYA ( PERSERO )  TBK,DPAKP00027,PEMBANGUNAN JALUR GANDA KA KM 6+800 S.D 8+500 ANTARA BATUTULIS - CIOMAS,LINTAS BOGOR - SUKABUMI JL KP ERETAN (DI JL UTAMA JL RAYA CIPAKU) KEC BOGOR SELATAN KOTA BOGOR    , ,30PX10A06RBC,500.00 ,358.00 ,6.0,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM210900007,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU00135,PT ADHI KARYA ( PERSERO )  TBK,DPAKP00027,PEMBANGUNAN JALUR GANDA KA KM 6+800 S.D 8+500 ANTARA BATUTULIS - CIOMAS,LINTAS BOGOR - SUKABUMI JL KP ERETAN (DI JL UTAMA JL RAYA CIPAKU) KEC BOGOR SELATAN KOTA BOGOR    , ,35BX18A06RBC,225.00 ,105.00 ,6.0,,,,,,,,,,,,,,,6.00,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM210900314,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,15MI10A06BGR,1000.00 ,988.00 ,6.0,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900315,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,10MI10A06BGR,1000.00 ,979.00 ,6.0,,,,,,,,,,,,,,,6.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900316,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,30MX10A06BGR,1000.00 ,794.50 ,6.0,,,,,,,,,,,,,,,,6.00,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000243,1,Y,22/10/2021,FERDY WIDASMARA,CU01745,PT PUSAKA SINAR INTAN,DPPSI00045,CITRA GRAND CBD CIBUBUR CLUSTER GRANBURRY G01,CIBUBUR    , ,LCFU12A06XXX,15.00 ,15.00 ,7.0,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000C,,
SO03-IDM211000314,1,Y,22/10/2021,FERDY WIDASMARA,CU01745,PT PUSAKA SINAR INTAN,DPPSI00045,CITRA GRAND CBD CIBUBUR CLUSTER GRANBURRY G01,CIBUBUR    , ,22FI12A06XXX,14.00 ,14.00 ,14.0,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C3000C,,
SO03-IDM211000334,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU00227,PT KARTASANTOSA UNGGUL,DPKSU00026,RANCAMAYA BOGOR AMADEUS 5,BOGOR    , ,25PX12A06XXX,7.00 ,7.00 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900239,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,300.00 ,208.00 ,14.0,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000D,,
SO03-IDM211000370,1,Y,22/10/2021,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,60.00 ,60.00 ,24.0,,,,,,,,,,,,,,,7.00,7.00,7.00,3.00,,,,,,,MANUAL,C3000D,,
SO02-IDM211000401,1,Y,22/10/2021,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00104,PT BUMI PESONA INDAH. PERUM VILLA CITAYAM DESA SUSUKAN BOJONG GEDE,BOGOR JAWA BARAT    , ,30PX12A06XXX,42.00 ,42.00 ,42.0,,,,,,,,14.00,14.00,14.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211000387,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04651,PT. JAKARTA PRIMA UTAMA,DPJPT00007,"PT SYNGENTA. JL RAYA TLAJUNG UDIK KM 62,8",BOGOR    , ,35FI10A06XXX,4.50 ,4.50 ,4.5,,,,,,,,4.50,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211000185,1,Y,22/10/2021,LUDI PURNAMA,CT05050,BP LEONARD HERY HARTONO (NIK 317206190890001),DRLHH00002,TELAGA GOLF SAWANGAN BLOK E NO 6-8,SAWANGAN    , ,17PX12A06R1X,17.00 ,5.00 ,5.0,,,,,,,,,5.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211000383,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU04432,PT ALHADI BERKAH SUKSES,DPABS00068,BP CHANDRA EKA PUTRA. PROJECT SAMISADE (SIRAHDAYEUH) CICADAS GN PUTRI KAB BOGOR,GANG PT VAKSINDO RT 01 RW 06 DESA CICADAS (LOKASI DIBELAKANG) BOGOR    , ,25FI12A06XXX,120.00 ,120.00 ,60.0,,,,,,,,,,,12.00,12.00,12.00,,12.00,12.00,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210900240,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,M5PXXXS06XXX,15.00 ,15.00 ,2.0,,,,,,,,,,2.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM211000391,1,Y,22/10/2021,ANDRY CHRISTIANTO,CU00971,CV GIEN MUDA PRATAMA,DPGMP00374,KP KOPENG RT 03 RW 05 KP CIPELANG RT 03 RW 06 DESA CIPELANG,KEC CIJERUK BOGOR    , ,22FI12A06R1X,35.00 ,35.00 ,35.0,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,MANUAL,C0000E,,
SO03-IDM211000214,1,Y,22/10/2021,LUDI PURNAMA,CU04649,PT. RAJA TUA,DPRJT00003,PT RAJA TUA JL CILUBANG NO 1-3 RT 5 RW 11 BALUNGBANG JAYA KEC BOGOR,KOTA BOGOR JAWA BARAT 16116    , ,35PX12A06R1X,47.00 ,43.50 ,35.0,,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,MANUAL,C4500A,,
